DATAFLOW,LAST UPDATE,freq,org_inst,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Spain,2020,46.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Spain,2021,46.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Spain,2022,48.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Spain,2023,46.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Spain,2024,44.7,,European
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women, Union - 27 countries (from 2020),2003,22.6,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2004,19.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2005,18.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2006,22.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2007,23.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2008,23.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2009,25.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2010,25.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2011,23.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2012,25.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2013,25.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2014,27.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2015,27.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2016,27.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2017,28.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2018,30.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2019,31.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2020,32.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2021,33.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2022,33.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2023,35.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,European Union - 27 countries (from 2020),2024,35.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2003,44.4,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2004,47.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2005,47.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2006,37.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2007,60.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2008,60.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2009,51.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2010,51.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2011,43.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2012,46.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2013,53.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2014,53.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2015,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2016,35.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2017,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2018,38.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2019,57.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2020,54.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2021,55.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2022,52.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2023,72.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Finland,2024,60.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2003,27.3,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2004,20.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2005,16.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2006,20.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2007,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2008,34.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2009,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2010,34.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2011,26.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2012,48.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2013,47.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2014,47.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2015,48.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2016,47.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2017,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2018,48.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2019,48.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2020,51.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2021,51.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2022,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2023,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,France,2024,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2007,26.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2008,22.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2009,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2010,15.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2011,10.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2012,13.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2013,19.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2014,19.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2015,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2016,19.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2017,28.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2018,23.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2019,19.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2020,27.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2021,27.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2022,27.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2023,22.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Croatia,2024,10.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2003,8.1,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2004,8.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2005,10.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2006,17.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2007,11.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2008,13.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2009,0.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2010,0.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2011,0.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2012,9.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2013,10.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2014,0.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2015,0.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2016,0.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2017,0.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2018,7.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2019,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2020,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2021,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2022,6.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2023,0.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Hungary,2024,0.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2003,12.9,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2004,11.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2005,16.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2006,16.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2007,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2008,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2009,13.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2010,16.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2011,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2012,16.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2013,13.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2014,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2015,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2016,24.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2017,20.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2018,20.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2019,20.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2020,25.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2021,25.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2022,25.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2023,28.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Ireland,2024,28.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2003,18.2,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2004,27.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2005,27.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2006,36.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2007,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2008,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2009,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2010,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2011,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2012,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2013,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2014,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2015,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2016,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2017,36.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2018,45.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2019,45.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2020,45.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2021,45.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2022,41.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2023,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Iceland,2024,44.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2003,10.8,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2004,10.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2005,5.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2006,21.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2007,20.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2008,14.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2009,14.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2010,19.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2011,21.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2012,13.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2013,24.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2014,27.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2015,26.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2016,25.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2017,28.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2018,16.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2019,33.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2020,33.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2021,43.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2022,31.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2023,29.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Italy,2024,30.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2003,20.0,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2004,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2005,25.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2006,25.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2007,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2008,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2009,30.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2010,30.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2011,30.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2012,30.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2013,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2014,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2015,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2016,55.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2017,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2018,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2019,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2020,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2021,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2022,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2023,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Liechtenstein,2024,60.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2004,15.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2005,15.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2006,23.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2007,25.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2008,18.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2009,17.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2010,19.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2011,17.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2012,13.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2013,18.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2014,20.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2015,21.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2016,24.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2017,26.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2018,25.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2019,32.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2020,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2021,43.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2022,41.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2023,45.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Lithuania,2024,45.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2003,33.3,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2004,21.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2005,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2006,21.4,,
